parent_foodcode,parent_desc,ingred_code,ingred_desc,ingred_wt
11340000,"Imitation milk, non-soy, sweetened",43543.0,"Milk, imitation, non-soy",100.0
11460150,"Yogurt, frozen, NS as to flavor, lowfat milk",1298.0,"Yogurt, frozen, flavors other than chocolate, lowfat",100.0
11460160,"Yogurt, frozen, chocolate, lowfat milk",1117.0,"Yogurt, plain, low fat, 12 grams protein per 8 ounce",81.8
11460160,"Yogurt, frozen, chocolate, lowfat milk",19166.0,"Cocoa, dry powder, unsweetened, processed with alkali",5.199999999999999
11460160,"Yogurt, frozen, chocolate, lowfat milk",19335.0,"Sugars, granulated",13.0
11460170,"Yogurt, frozen, flavors other than chocolate, lowfat milk",1298.0,"Yogurt, frozen, flavors other than chocolate, lowfat",100.0
11460190,"Yogurt, frozen, NS as to flavor, nonfat milk",1118.0,"Yogurt, plain, skim milk, 13 grams protein per 8 ounce",44.0
11460190,"Yogurt, frozen, NS as to flavor, nonfat milk",19335.0,"Sugars, granulated",13.0
11460190,"Yogurt, frozen, NS as to flavor, nonfat milk",42185.0,"Frozen yogurts, chocolate, nonfat milk, sweetened without sugar",44.0
11460200,"Yogurt, frozen, chocolate, nonfat milk",42185.0,"Frozen yogurts, chocolate, nonfat milk, sweetened without sugar",100.0
11460250,"Yogurt, frozen, flavors other than chocolate, with sorbet or sorbet-coated",19088.0,"Ice creams, vanilla, light",70.0
11460250,"Yogurt, frozen, flavors other than chocolate, with sorbet or sorbet-coated",19263.0,"Frozen novelties, fruit and juice bars",30.0
11460300,"Yogurt, frozen, flavors other than chocolate, nonfat milk",1235.0,"Yogurt, frozen, flavors not chocolate, nonfat milk, with low-calorie sweetener",100.0
11460400,"Yogurt, frozen, chocolate, nonfat milk, with low-calorie sweetener",42185.0,"Frozen yogurts, chocolate, nonfat milk, sweetened without sugar",100.0
11460410,"Yogurt, frozen, flavors other than chocolate, nonfat milk, with low-calorie sweetener",1235.0,"Yogurt, frozen, flavors not chocolate, nonfat milk, with low-calorie sweetener",100.0
11460420,"Yogurt, frozen, NS as to flavor, whole milk",42187.0,"Frozen yogurts, flavors other than chocolate",100.0
11460430,"Yogurt, frozen, chocolate, whole milk",42186.0,"Frozen yogurts, chocolate",100.0
11460440,"Yogurt, frozen, flavors other than chocolate, whole milk",42187.0,"Frozen yogurts, flavors other than chocolate",100.0
11461000,"Yogurt, frozen, chocolate-coated",4659.0,"Oil, industrial, coconut, confection fat, typical basis for ice cream coatings",11.9
11461000,"Yogurt, frozen, chocolate-coated",19293.0,"Frozen yogurts, vanilla, soft-serve",77.6
11461000,"Yogurt, frozen, chocolate-coated",19335.0,"Sugars, granulated",9.8
11461000,"Yogurt, frozen, chocolate-coated",19860.0,"Cocoa, dry powder, hi-fat or breakfast, processed with alkali",0.7
11461270,"Yogurt, frozen, cone, flavors other than chocolate, lowfat milk",1117.0,"Yogurt, plain, low fat, 12 grams protein per 8 ounce",75.3
11461270,"Yogurt, frozen, cone, flavors other than chocolate, lowfat milk",18271.0,"Ice cream cones, cake or wafer-type",4.699999999999999
11461280,"Yogurt, frozen, cone, chocolate, lowfat milk",1117.0,"Yogurt, plain, low fat, 12 grams protein per 8 ounce",61.59539999999999
11461280,"Yogurt, frozen, cone, chocolate, lowfat milk",18271.0,"Ice cream cones, cake or wafer-type",4.699999999999999
11461280,"Yogurt, frozen, cone, chocolate, lowfat milk",19166.0,"Cocoa, dry powder, unsweetened, processed with alkali",3.915599999999999
11461280,"Yogurt, frozen, cone, chocolate, lowfat milk",19335.0,"Sugars, granulated",9.789
11531500,"Eggnog, lowfat / light",1123.0,"Egg, whole, raw, fresh",200.0
11531500,"Eggnog, lowfat / light",1174.0,"Milk, reduced fat, fluid, 2% milkfat, without added vitamin A and vitamin D",976.0
11531500,"Eggnog, lowfat / light",2052.0,"Vanilla extract, imitation, no alcohol",4.333
11531500,"Eggnog, lowfat / light",19336.0,"Sugars, powdered",30.0
11830100,"Hot chocolate / Cocoa, dry mix, not reconstituted",14192.0,"Beverages, Cocoa mix, powder",100.0
11830115,"Hot chocolate / Cocoa, dry mix, no sugar added, not reconstituted",14196.0,"Beverages, Cocoa mix, no sugar added, powder",100.0
12310200,"Sour cream, half and half",1055.0,"Cream, sour, reduced fat, cultured",100.0
12310300,"Sour cream, reduced fat",1178.0,"Sour cream, reduced fat",100.0
13110120,"Ice cream, rich, flavors other than chocolate",19089.0,"Ice creams, vanilla, rich",100.0
13110130,"Ice cream, rich, chocolate",43541.0,"Ice creams, chocolate, rich",100.0
13110140,"Ice cream, rich, NS as to flavor",19089.0,"Ice creams, vanilla, rich",100.0
13110220,"Ice cream, soft serve, NS as to flavor",19095.0,"Ice creams, vanilla",100.0
13110310,"Ice cream, no sugar added, NS as to flavor",19898.0,"Ice creams, regular, low carbohydrate, vanilla",100.0
13110320,"Ice cream, no sugar added, flavors other than chocolate",19898.0,"Ice creams, regular, low carbohydrate, vanilla",100.0
13110330,"Ice cream, no sugar added, chocolate",19899.0,"Ice creams, regular, low carbohydrate, chocolate",100.0
13120120,"Ice cream bar or stick, rich chocolate ice cream, thick chocolate covering",19081.0,"Candies, sweet chocolate",37.0
13120120,"Ice cream bar or stick, rich chocolate ice cream, thick chocolate covering",43541.0,"Ice creams, chocolate, rich",63.0
13120121,"Ice cream bar or stick, rich ice cream, thick chocolate covering",19089.0,"Ice creams, vanilla, rich",70.0
13120121,"Ice cream bar or stick, rich ice cream, thick chocolate covering",19120.0,"Candies, milk chocolate",30.0
13120130,"Ice cream bar or stick, rich ice cream, chocolate covered, with nuts",1300.0,"Ice cream bar, covered with chocolate and nuts",100.0
13120300,"Ice cream bar, cake covered",1123.0,"Egg, whole, raw, fresh",9.704194584196827
13120300,"Ice cream bar, cake covered",4322.0,"Vegetable oil, averaged",4.7006471619543815
13120300,"Ice cream bar, cake covered",14411.0,"Water, tap, drinking",15.332627443030988
13120300,"Ice cream bar, cake covered",18097.0,"Cake, pudding-type, chocolate, dry mix",30.262530810817804
13120300,"Ice cream bar, cake covered",19095.0,"Ice creams, vanilla",40.0
13120310,"Ice cream bar, stick or nugget, with crunch coating",1264.0,"Ice cream bar, stick or nugget, with crunch coating",100.0
13120400,Ice cream bar or stick with fruit,9306.0,"Raspberries, frozen, red, sweetened",44.0
13120400,Ice cream bar or stick with fruit,19095.0,"Ice creams, vanilla",56.0
13120700,"Ice cream cone with nuts, flavors other than chocolate",12065.0,"Nuts, almonds, oil roasted, without salt added",9.813
13120700,"Ice cream cone with nuts, flavors other than chocolate",18271.0,"Ice cream cones, cake or wafer-type",4.0
13120700,"Ice cream cone with nuts, flavors other than chocolate",19095.0,"Ice creams, vanilla",66.0
13120710,"Ice cream cone, chocolate covered, with nuts, flavors other than chocolate",1240.0,"Ice cream cone, chocolate covered, with nuts, flavors other than chocolate",100.0
13120720,"Ice cream cone, chocolate covered or dipped, flavors other than chocolate",18271.0,"Ice cream cones, cake or wafer-type",5.0
13120720,"Ice cream cone, chocolate covered or dipped, flavors other than chocolate",19080.0,"Candies, semisweet chocolate",6.0
13120720,"Ice cream cone, chocolate covered or dipped, flavors other than chocolate",19095.0,"Ice creams, vanilla",60.0
13120750,"Ice cream cone with nuts, chocolate ice cream",1003.0,"Butter oil, anhydrous",5.5
13120750,"Ice cream cone with nuts, chocolate ice cream",1091.0,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D",5.5
13120750,"Ice cream cone with nuts, chocolate ice cream",12065.0,"Nuts, almonds, oil roasted, without salt added",9.813
13120750,"Ice cream cone with nuts, chocolate ice cream",14429.0,"Water, tap, municipal",34.4
13120750,"Ice cream cone with nuts, chocolate ice cream",18271.0,"Ice cream cones, cake or wafer-type",4.0
13120750,"Ice cream cone with nuts, chocolate ice cream",19335.0,"Sugars, granulated",13.2
13120750,"Ice cream cone with nuts, chocolate ice cream",19860.0,"Cocoa, dry powder, hi-fat or breakfast, processed with alkali",1.4
13120760,"Ice cream cone, chocolate covered or dipped, chocolate ice cream",1003.0,"Butter oil, anhydrous",5.5
13120760,"Ice cream cone, chocolate covered or dipped, chocolate ice cream",1091.0,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D",5.5
13120760,"Ice cream cone, chocolate covered or dipped, chocolate ice cream",14429.0,"Water, tap, municipal",34.4
13120760,"Ice cream cone, chocolate covered or dipped, chocolate ice cream",18271.0,"Ice cream cones, cake or wafer-type",5.0
13120760,"Ice cream cone, chocolate covered or dipped, chocolate ice cream",19080.0,"Candies, semisweet chocolate",6.0
13120760,"Ice cream cone, chocolate covered or dipped, chocolate ice cream",19335.0,"Sugars, granulated",13.2
13120760,"Ice cream cone, chocolate covered or dipped, chocolate ice cream",19860.0,"Cocoa, dry powder, hi-fat or breakfast, processed with alkali",1.4
13120780,"Ice cream cone, chocolate covered, with nuts, chocolate ice cream",1003.0,"Butter oil, anhydrous",5.5
13120780,"Ice cream cone, chocolate covered, with nuts, chocolate ice cream",1091.0,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D",5.5
13120780,"Ice cream cone, chocolate covered, with nuts, chocolate ice cream",12065.0,"Nuts, almonds, oil roasted, without salt added",9.813
13120780,"Ice cream cone, chocolate covered, with nuts, chocolate ice cream",14429.0,"Water, tap, municipal",34.4
13120780,"Ice cream cone, chocolate covered, with nuts, chocolate ice cream",18271.0,"Ice cream cones, cake or wafer-type",4.0
13120780,"Ice cream cone, chocolate covered, with nuts, chocolate ice cream",19080.0,"Candies, semisweet chocolate",6.0
13120780,"Ice cream cone, chocolate covered, with nuts, chocolate ice cream",19335.0,"Sugars, granulated",13.2
13120780,"Ice cream cone, chocolate covered, with nuts, chocolate ice cream",19860.0,"Cocoa, dry powder, hi-fat or breakfast, processed with alkali",1.4
13121200,"Ice cream sundae, prepackaged type, flavors other than chocolate",43269.0,"Frozen novelties, ice cream type, sundae, prepackaged",100.0
13121500,"Ice cream sundae, fudge topping, with cake, with whipped cream",1052.0,"Cream, fluid, light whipping",22.406
13121500,"Ice cream sundae, fudge topping, with cake, with whipped cream",1123.0,"Egg, whole, raw, fresh",3.3
13121500,"Ice cream sundae, fudge topping, with cake, with whipped cream",1211.0,"Milk, whole, 3.25% milkfat, without added vitamin A and vitamin D",7.2
13121500,"Ice cream sundae, fudge topping, with cake, with whipped cream",2047.0,"Salt, table",0.1
13121500,"Ice cream sundae, fudge topping, with cake, with whipped cream",4615.0,"Shortening, vegetable, household, composite",3.0
13121500,"Ice cream sundae, fudge topping, with cake, with whipped cream",14429.0,"Water, tap, municipal",0.2
13121500,"Ice cream sundae, fudge topping, with cake, with whipped cream",18369.0,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",0.3
13121500,"Ice cream sundae, fudge topping, with cake, with whipped cream",19095.0,"Ice creams, vanilla",74.0
13121500,"Ice cream sundae, fudge topping, with cake, with whipped cream",19335.0,"Sugars, granulated",8.5
13121500,"Ice cream sundae, fudge topping, with cake, with whipped cream",19348.0,"Syrups, chocolate, fudge-type",42.5
13121500,"Ice cream sundae, fudge topping, with cake, with whipped cream",20081.0,"Wheat flour, white, all-purpose, enriched, bleached",7.0
13122100,"Ice cream pie, no crust",1053.0,"Cream, fluid, heavy whipping",13.0
13122100,"Ice cream pie, no crust",19095.0,"Ice creams, vanilla",87.0
13122500,"Ice cream pie, with cookie crust, fudge topping, and whipped cream",1054.0,"Cream, whipped, cream topping, pressurized",45.0
13122500,"Ice cream pie, with cookie crust, fudge topping, and whipped cream",1073.0,"Dessert topping, semi solid, frozen",56.25
13122500,"Ice cream pie, with cookie crust, fudge topping, and whipped cream",18942.0,"Pie Crust, Cookie-type, Graham Cracker, Ready Crust",213.0
13122500,"Ice cream pie, with cookie crust, fudge topping, and whipped cream",19095.0,"Ice creams, vanilla",592.0
13122500,"Ice cream pie, with cookie crust, fudge topping, and whipped cream",19348.0,"Syrups, chocolate, fudge-type",340.0
13127000,"Dippin' Dots, flash frozen ice cream snacks, flavors other than chocolate",19095.0,"Ice creams, vanilla",100.0
13127010,"Dippin' Dots, flash frozen ice cream snacks, chocolate",19270.0,"Ice creams, chocolate",100.0
13130320,"Light ice cream, no sugar added, NS as to flavor",19260.0,"Ice creams, vanilla, light, no sugar added",100.0
13130330,"Light ice cream, no sugar added, flavors other than chocolate",19260.0,"Ice creams, vanilla, light, no sugar added",100.0
13130340,"Light ice cream, no sugar added, chocolate",19265.0,"Ice creams, chocolate, light, no sugar added",100.0
13130590,"Light ice cream, soft serve, NS as to flavor",19096.0,"Ice creams, vanilla, light, soft-serve",100.0
13130600,"Light ice cream, soft serve, flavors other than chocolate",19096.0,"Ice creams, vanilla, light, soft-serve",100.0
13130610,"Light ice cream, soft serve, chocolate",1263.0,"Ice cream, light, soft serve, chocolate",100.0
13130620,"Light ice cream, soft serve cone, flavors other than chocolate",21028.0,"Fast foods, vanilla, light, soft-serve ice cream, with cone",100.0
13130630,"Light ice cream, soft serve cone, chocolate",19166.0,"Cocoa, dry powder, unsweetened, processed with alkali",7.0
13130630,"Light ice cream, soft serve cone, chocolate",21028.0,"Fast foods, vanilla, light, soft-serve ice cream, with cone",108.0
13130640,"Light ice cream, soft serve cone, NS as to flavor",21028.0,"Fast foods, vanilla, light, soft-serve ice cream, with cone",100.0
13136000,"Ice cream sandwich, made with light, no sugar added ice cream",1242.0,"Ice cream sandwich, vanilla, light, no sugar added",100.0
13140110,"Light ice cream, bar or stick, chocolate covered, with nuts",4659.0,"Oil, industrial, coconut, confection fat, typical basis for ice cream coatings",8.100000000000001
13140110,"Light ice cream, bar or stick, chocolate covered, with nuts",16389.0,"Peanuts, all types, oil-roasted, without salt",9.0
13140110,"Light ice cream, bar or stick, chocolate covered, with nuts",19088.0,"Ice creams, vanilla, light",47.400000000000006
13140110,"Light ice cream, bar or stick, chocolate covered, with nuts",19166.0,"Cocoa, dry powder, unsweetened, processed with alkali",0.66
13140110,"Light ice cream, bar or stick, chocolate covered, with nuts",19335.0,"Sugars, granulated",3.84
13140450,"Light ice cream, cone, NFS",18271.0,"Ice cream cones, cake or wafer-type",7.6923076923076925
13140450,"Light ice cream, cone, NFS",19096.0,"Ice creams, vanilla, light, soft-serve",92.3076923076923
13140500,"Light ice cream, cone, flavors other than chocolate",18271.0,"Ice cream cones, cake or wafer-type",5.0
13140500,"Light ice cream, cone, flavors other than chocolate",19096.0,"Ice creams, vanilla, light, soft-serve",60.0
13140550,"Light ice cream, cone, chocolate",1003.0,"Butter oil, anhydrous",1.7
13140550,"Light ice cream, cone, chocolate",1091.0,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D",6.699999999999999
13140550,"Light ice cream, cone, chocolate",14429.0,"Water, tap, municipal",39.1
13140550,"Light ice cream, cone, chocolate",18271.0,"Ice cream cones, cake or wafer-type",5.0
13140550,"Light ice cream, cone, chocolate",19335.0,"Sugars, granulated",11.7
13140550,"Light ice cream, cone, chocolate",19860.0,"Cocoa, dry powder, hi-fat or breakfast, processed with alkali",0.7999999999999999
13140570,"Light ice cream, no sugar added, cone, NS as to flavor",16390.0,"Peanuts, all types, dry-roasted, without salt",5.0
13140570,"Light ice cream, no sugar added, cone, NS as to flavor",18271.0,"Ice cream cones, cake or wafer-type",4.0
13140570,"Light ice cream, no sugar added, cone, NS as to flavor",19260.0,"Ice creams, vanilla, light, no sugar added",70.0
13140570,"Light ice cream, no sugar added, cone, NS as to flavor",19348.0,"Syrups, chocolate, fudge-type",10.0
13140575,"Light ice cream, no sugar added, cone, flavors other than chocolate",1306.0,"Ice cream, lowfat, no sugar added, cone, added peanuts and chocolate sauce",100.0
13140580,"Light ice cream, no sugar added, cone, chocolate",16390.0,"Peanuts, all types, dry-roasted, without salt",5.0
13140580,"Light ice cream, no sugar added, cone, chocolate",18271.0,"Ice cream cones, cake or wafer-type",4.0
13140580,"Light ice cream, no sugar added, cone, chocolate",19265.0,"Ice creams, chocolate, light, no sugar added",70.0
13140580,"Light ice cream, no sugar added, cone, chocolate",19348.0,"Syrups, chocolate, fudge-type",10.0
13140600,"Light ice cream, sundae, soft serve, chocolate or fudge topping, with whipped cream",1052.0,"Cream, fluid, light whipping",22.406
13140600,"Light ice cream, sundae, soft serve, chocolate or fudge topping, with whipped cream",19088.0,"Ice creams, vanilla, light",65.5
13140600,"Light ice cream, sundae, soft serve, chocolate or fudge topping, with whipped cream",19348.0,"Syrups, chocolate, fudge-type",42.5
13140630,"Light ice cream, sundae, soft serve, fruit topping, with whipped cream",1052.0,"Cream, fluid, light whipping",22.406
13140630,"Light ice cream, sundae, soft serve, fruit topping, with whipped cream",19088.0,"Ice creams, vanilla, light",65.5
13140630,"Light ice cream, sundae, soft serve, fruit topping, with whipped cream",19137.0,"Toppings, strawberry",42.5
13140650,"Light ice cream, sundae, soft serve, not fruit or chocolate topping, with whipped cream",1052.0,"Cream, fluid, light whipping",11.25
13140650,"Light ice cream, sundae, soft serve, not fruit or chocolate topping, with whipped cream",19088.0,"Ice creams, vanilla, light",65.5
13140650,"Light ice cream, sundae, soft serve, not fruit or chocolate topping, with whipped cream",19364.0,"Toppings, butterscotch or caramel",42.5
13140660,"Light ice cream, sundae, soft serve, chocolate or fudge topping, without whipped cream",19096.0,"Ice creams, vanilla, light, soft-serve",124.0
13140660,"Light ice cream, sundae, soft serve, chocolate or fudge topping, without whipped cream",19348.0,"Syrups, chocolate, fudge-type",41.0
13140670,"Light ice cream, sundae, soft serve, fruit topping, without whipped cream",19096.0,"Ice creams, vanilla, light, soft-serve",124.0
13140670,"Light ice cream, sundae, soft serve, fruit topping, without whipped cream",19137.0,"Toppings, strawberry",41.0
13140680,"Light ice cream, sundae, soft serve, not fruit or chocolate topping, without whipped cream",19096.0,"Ice creams, vanilla, light, soft-serve",124.0
13140680,"Light ice cream, sundae, soft serve, not fruit or chocolate topping, without whipped cream",19364.0,"Toppings, butterscotch or caramel",41.0
13142000,"Milk dessert bar or stick, frozen, with coconut",1053.0,"Cream, fluid, heavy whipping",2.0
13142000,"Milk dessert bar or stick, frozen, with coconut",1091.0,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D",12.0
13142000,"Milk dessert bar or stick, frozen, with coconut",1211.0,"Milk, whole, 3.25% milkfat, without added vitamin A and vitamin D",15.0
13142000,"Milk dessert bar or stick, frozen, with coconut",12109.0,"Nuts, coconut meat, dried (desiccated), sweetened, flaked, packaged",16.5
13142000,"Milk dessert bar or stick, frozen, with coconut",14429.0,"Water, tap, municipal",48.8
13142000,"Milk dessert bar or stick, frozen, with coconut",19335.0,"Sugars, granulated",5.7
13160150,"Fat free ice cream, no sugar added, chocolate",19265.0,"Ice creams, chocolate, light, no sugar added",100.0
13160160,"Fat free ice cream, no sugar added, flavors other than chocolate",19867.0,"Ice creams, vanilla, fat free",100.0
13160400,"Fat free ice cream, flavors other than chocolate",19867.0,"Ice creams, vanilla, fat free",100.0
13160410,"Fat free ice cream, chocolate",42131.0,"Milk dessert, frozen, milk-fat free, chocolate",100.0
13160420,"Fat free ice cream, NS as to flavor",19867.0,"Ice creams, vanilla, fat free",100.0
13161000,"Milk dessert bar, frozen, made from lowfat milk",1244.0,"Milk dessert bar, frozen, made from lowfat milk",100.0
13161500,"Milk dessert sandwich bar, frozen, made from lowfat milk",4651.0,"Oil, industrial, soy (partially hydrogenated), multiuse for non-dairy butter flavor",0.6
13161500,"Milk dessert sandwich bar, frozen, made from lowfat milk",19096.0,"Ice creams, vanilla, light, soft-serve",76.19999999999999
13161500,"Milk dessert sandwich bar, frozen, made from lowfat milk",19335.0,"Sugars, granulated",7.1
13161500,"Milk dessert sandwich bar, frozen, made from lowfat milk",19860.0,"Cocoa, dry powder, hi-fat or breakfast, processed with alkali",1.6
13161500,"Milk dessert sandwich bar, frozen, made from lowfat milk",20481.0,"Wheat flour, white, all-purpose, unenriched",14.5
13161520,"Milk dessert sandwich bar, frozen, with low-calorie sweetener, made from lowfat milk",18157.0,"Cookies, chocolate wafers",62.0
13161520,"Milk dessert sandwich bar, frozen, with low-calorie sweetener, made from lowfat milk",19096.0,"Ice creams, vanilla, light, soft-serve",38.0
13161630,"Light ice cream, bar or stick, with low-calorie sweetener, chocolate coated",42074.0,"Frozen novelties, ice cream type, vanilla ice cream, light, no sugar added, chocolate coated",100.0
13170000,Baked Alaska,1123.0,"Egg, whole, raw, fresh",86.4
13170000,Baked Alaska,1124.0,"Egg, white, raw, fresh",132.0
13170000,Baked Alaska,1211.0,"Milk, whole, 3.25% milkfat, without added vitamin A and vitamin D",23.6
13170000,Baked Alaska,2047.0,"Salt, table",0.6
13170000,Baked Alaska,4610.0,"Margarine, regular, 80% fat, composite, stick, with salt",42.2
13170000,Baked Alaska,14411.0,"Water, tap, drinking",0.3
13170000,Baked Alaska,18369.0,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",1.3
13170000,Baked Alaska,19095.0,"Ice creams, vanilla",592.0
13170000,Baked Alaska,19335.0,"Sugars, granulated",186.4
13170000,Baked Alaska,20081.0,"Wheat flour, white, all-purpose, enriched, bleached",86.4
13210150,Bread pudding made with evaporated milk and rum,1096.0,"Milk, canned, evaporated, with added vitamin D and without added vitamin A",738.0
13210150,Bread pudding made with evaporated milk and rum,1123.0,"Egg, whole, raw, fresh",200.0
13210150,Bread pudding made with evaporated milk and rum,2047.0,"Salt, table",3.0
13210150,Bread pudding made with evaporated milk and rum,4610.0,"Margarine, regular, 80% fat, composite, stick, with salt",47.94
13210150,Bread pudding made with evaporated milk and rum,4691.0,"Margarine, regular, 80% fat, composite, stick, with salt, with added vitamin D",8.459999999999999
13210150,Bread pudding made with evaporated milk and rum,9298.0,"Raisins, seedless",72.5
13210150,Bread pudding made with evaporated milk and rum,14411.0,"Water, tap, drinking",4.938
13210150,Bread pudding made with evaporated milk and rum,18069.0,"Bread, white, commercially prepared (includes soft bread crumbs)",453.6
13210150,Bread pudding made with evaporated milk and rum,19335.0,"Sugars, granulated",200.0
13210150,Bread pudding made with evaporated milk and rum,20081.0,"Wheat flour, white, all-purpose, enriched, bleached",23.438
13210160,"Diplomat pudding, Puerto Rican style",1077.0,"Milk, whole, 3.25% milkfat, with added vitamin D",488.0
13210160,"Diplomat pudding, Puerto Rican style",1123.0,"Egg, whole, raw, fresh",300.0
13210160,"Diplomat pudding, Puerto Rican style",2010.0,"Spices, cinnamon, ground",1.3
13210160,"Diplomat pudding, Puerto Rican style",2047.0,"Salt, table",0.75
13210160,"Diplomat pudding, Puerto Rican style",9100.0,"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, heavy syrup, solids and liquids",248.0
13210160,"Diplomat pudding, Puerto Rican style",9156.0,"Lemon peel, raw",6.0
13210160,"Diplomat pudding, Puerto Rican style",14411.0,"Water, tap, drinking",4.938
13210160,"Diplomat pudding, Puerto Rican style",18120.0,"Cake, pound, commercially prepared, butter (includes fresh and frozen)",300.0
13210160,"Diplomat pudding, Puerto Rican style",19335.0,"Sugars, granulated",200.0
13210180,"Pudding, Mexican bread",1001.0,"Butter, salted",42.563
13210180,"Pudding, Mexican bread",1165.0,"Cheese, mexican, queso anejo",113.4
13210180,"Pudding, Mexican bread",2010.0,"Spices, cinnamon, ground",1.3
13210180,"Pudding, Mexican bread",4002.0,Lard,51.25
13210180,"Pudding, Mexican bread",4654.0,"Oil, industrial, soy (partially hydrogenated)  and cottonseed, principal use as a tortilla shortening",54.5
13210180,"Pudding, Mexican bread",9004.0,"Apples, raw, without skin",192.0
13210180,"Pudding, Mexican bread",9298.0,"Raisins, seedless",72.5
13210180,"Pudding, Mexican bread",12062.0,"Nuts, almonds, blanched",72.5
13210180,"Pudding, Mexican bread",14411.0,"Water, tap, drinking",474.0
13210180,"Pudding, Mexican bread",18030.0,"Bread, french or vienna, toasted (includes sourdough)",416.0
13210180,"Pudding, Mexican bread",19334.0,"Sugars, brown",440.0
13210190,"Pudding, Mexican bread, low fat",1001.0,"Butter, salted",14.188
13210190,"Pudding, Mexican bread, low fat",1165.0,"Cheese, mexican, queso anejo",113.4
13210190,"Pudding, Mexican bread, low fat",2010.0,"Spices, cinnamon, ground",1.3
13210190,"Pudding, Mexican bread, low fat",4002.0,Lard,12.813
13210190,"Pudding, Mexican bread, low fat",4654.0,"Oil, industrial, soy (partially hydrogenated)  and cottonseed, principal use as a tortilla shortening",13.625
13210190,"Pudding, Mexican bread, low fat",9004.0,"Apples, raw, without skin",192.0
13210190,"Pudding, Mexican bread, low fat",9298.0,"Raisins, seedless",72.5
13210190,"Pudding, Mexican bread, low fat",12062.0,"Nuts, almonds, blanched",72.5
13210190,"Pudding, Mexican bread, low fat",14429.0,"Water, tap, municipal",474.0
13210190,"Pudding, Mexican bread, low fat",18030.0,"Bread, french or vienna, toasted (includes sourdough)",944.0
13210190,"Pudding, Mexican bread, low fat",19334.0,"Sugars, brown",440.0
13210220,"Pudding, chocolate, NS as to from dry mix or ready-to-eat",19183.0,"Puddings, chocolate, ready-to-eat",100.0
13210250,"Pudding, chocolate, low calorie, containing artificial sweetener, NS as to from dry mix or ready-to-eat",19235.0,"Puddings, chocolate, ready-to-eat, fat free",100.0
13210260,"Rice flour cream, Puerto Rican style",1077.0,"Milk, whole, 3.25% milkfat, with added vitamin D",488.0
13210260,"Rice flour cream, Puerto Rican style",2047.0,"Salt, table",4.5
13210260,"Rice flour cream, Puerto Rican style",9156.0,"Lemon peel, raw",1.0
13210260,"Rice flour cream, Puerto Rican style",19335.0,"Sugars, granulated",62.5
13210260,"Rice flour cream, Puerto Rican style",20044.0,"Rice, white, long-grain, regular, raw, enriched",69.375
13210270,"Custard, Puerto Rican style",1111.0,"Milk, averaged fat, with added vitamin A and D",976.0
13210270,"Custard, Puerto Rican style",1125.0,"Egg, yolk, raw, fresh",136.0
13210270,"Custard, Puerto Rican style",19335.0,"Sugars, granulated",200.0
13210270,"Custard, Puerto Rican style",20027.0,Cornstarch,24.0
13210290,"Pudding, flavors other than chocolate, low calorie, containing artificial sweetener, NS as to from dry mix or ready-to-eat",19233.0,"Puddings, vanilla, ready-to-eat, fat free",100.0
13210500,"Pudding, tapioca, made from home recipe, made with milk",1111.0,"Milk, averaged fat, with added vitamin A and D",488.0
13210500,"Pudding, tapioca, made from home recipe, made with milk",1123.0,"Egg, whole, raw, fresh",100.0
13210500,"Pudding, tapioca, made from home recipe, made with milk",2047.0,"Salt, table",1.5
13210500,"Pudding, tapioca, made from home recipe, made with milk",14411.0,"Water, tap, drinking",4.938
13210500,"Pudding, tapioca, made from home recipe, made with milk",19335.0,"Sugars, granulated",66.6
13210500,"Pudding, tapioca, made from home recipe, made with milk",20068.0,"Tapioca, pearl, dry",14.25
13210530,"Pudding, tapioca, chocolate, made with milk",1111.0,"Milk, averaged fat, with added vitamin A and D",488.0
13210530,"Pudding, tapioca, chocolate, made with milk",2047.0,"Salt, table",1.5
13210530,"Pudding, tapioca, chocolate, made with milk",2052.0,"Vanilla extract, imitation, no alcohol",4.333
13210530,"Pudding, tapioca, chocolate, made with milk",19165.0,"Cocoa, dry powder, unsweetened",16.125
13210530,"Pudding, tapioca, chocolate, made with milk",19335.0,"Sugars, granulated",66.6
13210530,"Pudding, tapioca, chocolate, made with milk",20068.0,"Tapioca, pearl, dry",15.0
13210610,"Pudding, coconut",1111.0,"Milk, averaged fat, with added vitamin A and D",976.0
13210610,"Pudding, coconut",19322.0,"Puddings, coconut cream, dry mix, instant",99.0
13210610,"Pudding, coconut",19324.0,"Puddings, coconut cream, dry mix, regular",88.0
13210710,"Pudding, cornmeal, milk, and molasses",1077.0,"Milk, whole, 3.25% milkfat, with added vitamin D",1464.0
13210710,"Pudding, cornmeal, milk, and molasses",1123.0,"Egg, whole, raw, fresh",100.0
13210710,"Pudding, cornmeal, milk, and molasses",2021.0,"Spices, ginger, ground",1.8
